STUDENT_ID,FISCAL_YEAR,RETAINED,SEX_CODE,IPEDS_RACE_CODE,HS_GPA
750,FY22,Y,F,3,2.443571943
751,FY22,Y,F,8,4
752,FY20,N,F,5,2.831621146
753,FY22,Y,M,3,3.31896154
754,FY24,N,M,5,3.207913344
755,FY20,Y,F,1,2.963873108
756,FY21,N,F,3,2.694850445
757,FY20,N,F,6,3.091448095
758,FY23,Y,F,8,3.493721655
759,FY20,Y,F,4,2.360714394
760,FY20,Y,M,4,2.437575871
761,FY21,Y,F,5,2.77245133
762,FY23,N,F,7,4
763,FY21,Y,F,5,3.20490597
764,FY21,Y,F,4,3.002354855
765,FY24,Y,M,6,2.563180495
766,FY21,Y,M,9,3.09984903
767,FY20,Y,F,5,3.78627042
768,FY20,N,M,8,3.23686931
769,FY21,N,F,5,2.865206989
770,FY24,Y,M,6,3.027076216
771,FY24,Y,F,9,3.234287798
772,FY21,N,M,1,2.371727986
773,FY20,N,M,4,2.540122598
774,FY22,Y,F,5,3.064198112
775,FY22,N,M,5,2.585003359
776,FY22,Y,M,1,2.621072506
777,FY21,Y,M,5,2.477299553
778,FY23,Y,F,2,2.739396921
779,FY23,Y,F,5,2.785537797
780,FY21,N,M,7,2.528581274
781,FY24,Y,F,8,2.77917845
782,FY22,Y,F,8,2.245484905
783,FY24,N,F,9,3.46657763
784,FY21,Y,M,7,2.768051659
785,FY22,N,F,4,3.289649053
786,FY21,Y,M,8,2.489519127
787,FY21,Y,F,2,3.856596727
788,FY23,Y,M,6,3.155425544
789,FY24,Y,F,9,3.379221948
790,FY24,Y,M,2,2.760657868
791,FY24,N,M,1,3.65367353
792,FY20,N,M,2,3.602018072
793,FY20,N,F,8,2.438481581
794,FY20,Y,M,4,3.710902902
795,FY23,Y,M,4,3.343191241
796,FY21,Y,F,1,3.383703666
797,FY22,Y,M,9,2.74707127
798,FY22,N,F,1,3.039110279
799,FY23,N,M,7,2.572322789
800,FY22,Y,M,5,3.522486349
801,FY23,Y,M,5,3.244028433
802,FY23,N,F,1,2.854795742
803,FY21,Y,F,7,3.263309307
804,FY22,Y,F,3,3.392200139
805,FY20,Y,M,4,2.635354474
806,FY24,Y,F,2,3.692437273
807,FY22,Y,F,6,2.539325266
808,FY20,N,F,7,2.53608491
809,FY22,Y,M,5,2.253853516
810,FY20,N,M,1,3.328482753
811,FY22,Y,F,7,3.030139828
812,FY23,N,F,9,3.582664962
813,FY20,N,F,7,2.370586574
814,FY21,N,F,2,3.667332164
815,FY23,N,F,6,3.190671792
816,FY24,Y,F,6,3.293578607
817,FY24,Y,F,8,2.639095346
818,FY24,Y,F,7,3.587538201
819,FY22,Y,F,2,2.880858525
820,FY23,Y,M,4,3.186362263
821,FY22,Y,F,5,3.479464811
822,FY20,Y,F,6,2.762437879
823,FY22,N,F,6,2.458258373
824,FY23,Y,F,9,2.737565435
825,FY23,Y,F,8,3.422266344
826,FY21,Y,F,4,2.949726121
827,FY24,Y,F,3,3.298373262
828,FY24,Y,F,4,3.772839332
829,FY23,N,F,4,3.233456548
830,FY24,N,M,7,3.490605818
831,FY22,N,F,2,3.086511056
832,FY22,Y,F,8,3.034693185
833,FY21,N,F,8,2.926322832
834,FY22,Y,F,8,2.388593416
835,FY24,N,M,9,2.79646559
836,FY22,Y,F,8,3.914365347
837,FY22,Y,F,7,2.890909154
838,FY24,Y,F,8,2.590951968
839,FY24,N,M,7,2.853120621
840,FY20,N,M,9,3.385572284
841,FY20,Y,F,9,2.586229684
842,FY21,N,F,5,4
843,FY22,N,F,4,3.416056295
844,FY20,N,M,2,2.324606749
845,FY21,Y,F,7,3.460885289
846,FY22,Y,F,1,3.482837729
847,FY24,N,M,6,3.553323031
848,FY23,Y,F,5,2.583299343
849,FY20,Y,F,3,2.298541294
850,FY20,Y,F,4,2.961682901
851,FY20,Y,F,7,2.288147772
852,FY24,Y,F,5,2.053091943
853,FY20,Y,M,2,3.680998877
854,FY20,N,F,9,2.490154906
855,FY23,N,M,1,3.496736065
856,FY21,N,F,1,3.045749524
857,FY23,Y,F,7,3.596978545
858,FY24,N,F,8,2.871356666
859,FY22,Y,M,5,2.612627959
860,FY21,N,F,2,3.0790072
861,FY21,Y,M,4,2.717346522
862,FY22,Y,F,1,3.595731195
863,FY21,Y,F,9,3.411488443
864,FY22,Y,F,5,3.316018299
865,FY22,N,M,9,3.260944259
866,FY21,Y,F,7,3.307174471
867,FY20,N,F,7,2.6775466
868,FY22,N,F,3,3.418041257
869,FY23,Y,F,3,3.624728748
870,FY23,Y,M,7,2.90612228
871,FY20,Y,M,4,2.712609064
872,FY23,N,F,2,3.960878902
873,FY22,Y,F,3,2.978737051
874,FY20,Y,F,5,2.845447656
875,FY23,Y,F,4,1.950299815
876,FY21,Y,F,6,4
877,FY24,Y,F,5,2.813054391
878,FY20,N,M,2,2.501293893
879,FY24,Y,F,5,3.759625283
880,FY24,Y,F,7,3.166072716
881,FY21,Y,F,2,2.900878657
882,FY21,N,F,3,1.641063941
883,FY21,Y,F,9,3.815890513
884,FY24,N,F,8,3.889991296
885,FY20,Y,F,9,2.556985604
886,FY21,N,F,4,3.597170397
887,FY23,Y,F,8,3.370534381
888,FY20,Y,M,7,3.065630107
889,FY20,N,M,8,3.737244617
890,FY21,N,F,4,3.373346545
891,FY21,N,F,8,3.870999541
892,FY22,N,F,1,2.99056245
893,FY24,N,M,2,2.212075422
894,FY24,N,F,6,2.732417422
895,FY20,N,F,2,2.862666818
896,FY23,Y,F,9,2.679443924
897,FY22,Y,M,8,2.070410486
898,FY22,Y,M,6,2.602846679
899,FY22,Y,F,3,2.825449164
900,FY22,Y,M,2,3.078438675
901,FY21,Y,F,5,3.087758464
902,FY24,Y,M,3,2.540415266
903,FY23,N,M,7,2.944314921
904,FY21,Y,M,7,2.967294931
905,FY24,N,F,9,3.382069385
906,FY20,Y,M,4,2.289482824
907,FY21,Y,F,7,2.761624088
908,FY21,Y,F,7,3.199733363
909,FY21,N,F,8,2.865201348
910,FY23,N,M,3,3.39533056
911,FY21,Y,F,8,2.176707681
912,FY20,N,F,7,3.311896975
913,FY21,Y,M,4,3.332404954
914,FY24,Y,F,3,2.450373013
915,FY22,N,F,2,3.024612536
916,FY22,Y,M,1,3.253731496
917,FY22,N,M,7,3.790889587
918,FY24,Y,F,9,3.086661385
919,FY22,N,M,7,2.69983723
920,FY22,Y,F,4,2.64419121
921,FY22,Y,M,1,3.244738668
922,FY24,N,M,8,3.748920878
923,FY22,Y,M,3,3.532588645
924,FY20,Y,M,3,3.599576909
925,FY21,N,F,2,3.086674094
926,FY20,Y,M,7,2.705954034
927,FY24,N,F,1,2.598271649
928,FY22,Y,F,2,3.312078048
929,FY21,N,M,4,2.839276916
930,FY21,Y,M,5,3.107463136
931,FY23,N,F,8,3.568904195
932,FY21,Y,M,9,2.90582332
933,FY21,N,M,8,3.793458151
934,FY24,Y,F,7,2.713197875
935,FY24,Y,F,5,2.828276211
936,FY21,Y,F,5,2.769379984
937,FY21,N,F,1,3.480128101
938,FY23,Y,M,4,3.246697946
939,FY23,Y,M,4,3.356044218
940,FY22,N,F,3,3.411236608
941,FY24,N,F,2,3.043869974
942,FY24,Y,F,5,2.56108271
943,FY24,N,M,9,3.095261366
944,FY23,N,F,4,3.586322563
945,FY24,Y,M,4,3.807417546
946,FY20,Y,M,8,3.265288435
947,FY24,Y,M,8,4
948,FY24,N,M,3,2.768060719
949,FY21,N,M,6,3.921480567
950,FY23,N,M,2,3.986302793
951,FY23,N,F,7,2.904171075
952,FY24,N,F,7,3.018361265
953,FY24,Y,F,9,3.038607264
954,FY21,Y,F,8,2.602794067
955,FY20,N,F,6,3.615132483
956,FY23,Y,M,4,3.713933771
957,FY21,N,F,7,2.802429505
958,FY21,Y,M,1,3.261221878
959,FY20,N,F,3,2.022494199
960,FY21,Y,F,6,3.14657657
961,FY22,N,F,9,3.490114532
962,FY21,Y,F,7,2.79062691
963,FY24,Y,F,5,3.689133284
964,FY20,Y,F,1,2.692376087
965,FY22,N,M,9,3.51765081
966,FY22,N,F,1,3.084167767
967,FY21,Y,M,9,3.094261082
968,FY22,Y,F,9,2.793118665
969,FY23,N,M,7,3.211589211
970,FY20,Y,F,6,3.640200794
971,FY22,Y,F,9,3.025006353
972,FY21,Y,M,7,3.425991502
973,FY20,N,F,8,2.313793935
974,FY24,Y,F,1,2.983207379
975,FY23,Y,M,2,3.049586656
976,FY20,Y,M,8,2.794162305
977,FY21,N,F,6,3.068266494
978,FY22,N,M,5,3.160327231
979,FY23,N,M,8,4
980,FY24,N,M,1,3.123478145
981,FY24,Y,M,4,2.697842871
982,FY21,Y,F,6,2.880249945
983,FY22,Y,M,8,2.888451897
984,FY22,N,F,1,3.584358695
985,FY21,Y,M,1,2.904025638
986,FY21,N,F,5,2.734948971
987,FY21,Y,F,1,3.730164669
988,FY22,Y,F,5,2.702180086
989,FY21,Y,M,1,3.011899151
990,FY21,N,F,1,2.773838423
991,FY20,Y,F,7,2.183601368
992,FY22,Y,M,3,3.195229902
993,FY23,Y,F,2,2.83644941
994,FY22,N,F,7,3.049747056
995,FY20,Y,F,7,2.491875223
996,FY20,Y,F,8,2.250465289
997,FY20,Y,M,8,2.584616841
998,FY20,Y,M,6,4
999,FY23,N,M,7,3.403189405
1000,FY20,Y,M,6,2.998135355
1001,FY20,Y,M,3,2.666452267
1002,FY24,N,M,9,3.604530712
1003,FY23,Y,M,5,2.642554142
1004,FY22,Y,F,2,2.700527784
1005,FY21,N,M,4,3.534252649
1006,FY20,N,F,2,2.626079909
1007,FY23,N,F,4,3.144398747
1008,FY22,Y,M,2,3.075441459
1009,FY20,Y,M,2,3.256777798
1010,FY22,Y,M,8,3.009597775
1011,FY24,Y,M,7,3.408151089
1012,FY21,Y,F,7,3.303441693
1013,FY24,Y,M,6,2.933652018
1014,FY23,Y,M,1,3.682285222
1015,FY23,Y,M,5,2.675205316
1016,FY21,Y,F,6,2.879353539
1017,FY22,Y,M,7,3.29041578
1018,FY24,Y,F,6,3.519348638
1019,FY24,Y,F,2,3.675979321
1020,FY20,Y,F,2,3.174739341
1021,FY21,Y,M,3,3.210859698
1022,FY21,Y,F,4,2.805374161
1023,FY21,Y,F,2,2.732411509
1024,FY21,Y,F,6,3.633937232
1025,FY24,Y,M,9,3.496487244
1026,FY21,N,F,7,1.855464477
1027,FY22,Y,F,5,3.072104123
1028,FY20,Y,F,5,3.511038683
1029,FY20,Y,F,3,3.196708582
1030,FY22,Y,F,6,3.748770249
1031,FY22,Y,F,9,2.32959179
1032,FY24,N,F,3,2.036258501
1033,FY22,Y,M,1,2.392341642
1034,FY20,Y,M,8,3.047421039
1035,FY20,N,M,9,2.991165164
1036,FY23,Y,M,1,2.908774072
1037,FY20,Y,F,2,3.194193248
1038,FY22,Y,F,7,2.49554321
1039,FY20,Y,M,9,3.486703932
1040,FY21,Y,F,9,3.024345247
1041,FY21,Y,F,7,3.031590191
1042,FY24,Y,F,7,3.197996306
1043,FY20,Y,M,2,2.572464317
1044,FY24,Y,M,9,3.093618237
1045,FY24,Y,M,6,3.227893624
1046,FY23,Y,M,6,3.784106575
1047,FY23,Y,F,6,3.421982099
1048,FY21,N,F,2,2.686755818
1049,FY23,N,M,7,2.827555985
1050,FY22,Y,F,1,3.292917026
1051,FY24,Y,F,4,2.602388012
1052,FY22,Y,F,3,2.902350062
1053,FY24,N,F,2,3.782683124
1054,FY22,Y,F,5,3.538862557
1055,FY21,Y,M,1,2.945547759
1056,FY20,N,F,1,3.036359873
1057,FY23,Y,F,9,3.441020916
1058,FY22,N,F,3,2.609770968
1059,FY22,N,F,7,2.905238497
1060,FY21,Y,M,7,2.921085146
1061,FY22,Y,M,4,2.892552988
1062,FY23,Y,M,6,3.270438147
1063,FY20,N,F,7,3.629841832
1064,FY23,Y,F,5,2.560628052
1065,FY24,N,M,5,3.051781495
1066,FY23,N,M,6,2.449152056
1067,FY21,N,F,5,3.410328305
1068,FY23,N,F,2,3.41436897
1069,FY22,N,F,3,2.465777402
1070,FY23,Y,M,4,2.724819906
1071,FY20,Y,M,2,3.361483136
1072,FY23,N,F,1,3.967412207
1073,FY24,Y,F,8,2.626928363
1074,FY23,Y,F,6,4
1075,FY24,Y,M,1,3.143125122
1076,FY23,Y,F,3,2.794176675
1077,FY22,Y,F,2,2.974440359
1078,FY22,Y,M,9,2.359211982
1079,FY22,Y,F,6,3.541293179
1080,FY20,N,M,8,2.408604061
1081,FY21,Y,F,7,3.219630255
1082,FY20,Y,M,1,2.916928102
1083,FY20,N,M,1,3.364161518
1084,FY24,Y,M,5,3.06577141
1085,FY20,N,M,7,2.939333633
1086,FY22,N,F,7,3.356556965
1087,FY22,N,M,5,3.311536057
1088,FY20,Y,M,6,3.297961683
1089,FY23,Y,F,7,3.116236176
1090,FY24,Y,F,6,1.69616622
1091,FY22,Y,M,7,3.302005367
1092,FY22,Y,F,3,3.746560961
1093,FY24,Y,F,4,2.487920597
1094,FY22,Y,F,2,2.571739397
1095,FY24,Y,F,9,3.662388555
1096,FY24,Y,F,9,4
1097,FY21,N,F,8,2.441863941
1098,FY20,Y,M,6,3.543676095
1099,FY21,Y,F,9,3.221799839
1100,FY21,N,F,2,4
1101,FY21,Y,M,1,3.151595146
1102,FY22,Y,F,9,3.802767228
1103,FY24,Y,F,8,2.787284838
1104,FY22,Y,F,1,3.349963843
1105,FY22,N,M,1,2.678278974
1106,FY24,Y,M,9,3.289009284
1107,FY23,Y,F,9,3.379917449
1108,FY20,N,F,2,2.342322184
1109,FY24,Y,F,3,2.934386436
1110,FY23,Y,F,3,3.795025991
1111,FY22,N,M,6,4
1112,FY20,N,M,6,2.718748842
1113,FY24,N,F,3,3.821844801
1114,FY24,N,M,7,3.320201364
1115,FY21,Y,M,7,2.906411603
1116,FY20,Y,M,7,2.826051475
1117,FY21,Y,F,6,3.450525685
1118,FY24,Y,F,3,3.564837326
1119,FY21,Y,F,5,3.50153141
1120,FY21,N,M,5,3.534948556
1121,FY21,N,F,6,3.345838604
1122,FY22,Y,F,9,3.262660938
1123,FY20,Y,F,4,3.398212561
1124,FY22,Y,M,9,3.147112089
1125,FY20,N,F,9,3.149625457
1126,FY24,N,M,4,2.935967271
1127,FY23,Y,M,1,2.700285872
1128,FY24,Y,F,5,2.625204672
1129,FY21,Y,M,3,3.429173176
1130,FY21,Y,F,8,3.451397071
1131,FY20,Y,F,2,2.684780244
1132,FY21,Y,F,2,3.680847358
1133,FY22,N,F,3,3.507556902
1134,FY21,Y,F,1,3.236231742
1135,FY20,N,M,2,3.508274838
1136,FY21,Y,M,6,3.406382141
1137,FY24,N,F,2,3.288827271
1138,FY21,Y,F,5,2.549217694
1139,FY22,Y,F,1,3.968639027
1140,FY23,Y,F,3,3.272315325
1141,FY24,N,F,1,2.475300532
1142,FY21,Y,F,3,2.522881232
1143,FY20,Y,F,1,3.314755388
1144,FY23,N,M,1,3.37270957
1145,FY20,Y,M,4,3.64517063
1146,FY23,Y,M,2,3.041270665
1147,FY24,Y,M,9,3.045731747
1148,FY21,Y,F,7,2.740530148
1149,FY20,Y,M,9,2.346835633
1150,FY24,N,F,3,3.757179017
1151,FY20,Y,M,9,3.189314793
1152,FY22,Y,F,3,3.244937981
1153,FY21,Y,F,7,2.905781826
1154,FY24,N,F,2,2.740979275
1155,FY23,N,F,7,3.071570133
1156,FY23,Y,M,8,3.358697183
1157,FY22,Y,M,9,3.028811713
1158,FY23,Y,F,4,3.435380766
1159,FY24,Y,M,2,3.252427697
1160,FY24,Y,F,5,3.252689989
1161,FY22,N,F,4,3.376424306
1162,FY23,Y,M,8,3.174750977
1163,FY21,N,F,4,2.687033135
1164,FY24,N,M,7,2.504199596
1165,FY22,N,F,5,2.52379901
1166,FY21,N,F,1,2.504270604
1167,FY24,Y,F,6,2.786927625
1168,FY20,N,F,2,2.738406238
1169,FY24,N,F,7,3.869711993
1170,FY21,N,F,3,4
1171,FY24,Y,F,2,3.432099194
1172,FY23,Y,F,1,2.123225225
1173,FY22,N,M,6,3.891180155
1174,FY21,Y,F,4,2.308690008
1175,FY20,N,M,9,3.529204525
1176,FY23,N,F,3,3.516418217
1177,FY24,Y,F,3,3.205362279
1178,FY20,N,M,1,3.142976504
1179,FY22,Y,F,6,3.677098659
1180,FY23,N,M,3,2.953508799
1181,FY21,Y,M,9,3.063667657
1182,FY22,N,F,8,3.41348814
1183,FY21,N,F,7,3.082097562
1184,FY21,Y,F,1,2.624857313
1185,FY23,Y,F,1,3.054291548
1186,FY20,N,F,1,3.037593792
1187,FY22,Y,F,3,4
1188,FY22,Y,M,1,2.308020465
1189,FY21,Y,M,3,2.527267689
1190,FY23,N,F,9,3.207291576
1191,FY23,Y,F,4,2.371000556
1192,FY24,Y,M,5,3.87809791
1193,FY20,Y,F,7,2.845624551
1194,FY22,Y,M,1,3.053399007
1195,FY21,Y,M,9,2.837470688
1196,FY24,Y,F,3,2.600902218
1197,FY23,N,M,8,3.508876668
1198,FY22,Y,F,6,3.791778843
1199,FY24,N,F,4,2.449366539
1200,FY21,Y,M,7,3.950840404
1201,FY20,N,M,8,2.533521266
1202,FY20,N,F,9,3.423527241
1203,FY22,Y,F,5,2.714387704
1204,FY24,N,F,2,3.339124553
1205,FY20,Y,F,3,3.127548431
1206,FY24,Y,F,4,2.722932445
1207,FY22,Y,F,4,3.530995722
1208,FY21,N,M,3,3.444067215
1209,FY21,N,F,9,2.901997137
1210,FY23,Y,F,2,3.67600275
1211,FY20,N,F,1,3.262486803
1212,FY24,N,M,5,1.899305843
1213,FY23,N,M,2,3.338920211
1214,FY23,N,M,4,3.12439676
1215,FY23,Y,F,4,2.893055237
1216,FY20,N,F,6,3.220070588
1217,FY23,Y,M,2,2.167274995
1218,FY20,N,F,8,3.381626302
1219,FY24,Y,F,8,2.567878791
1220,FY20,Y,M,9,3.397782667
1221,FY20,Y,M,7,2.534895491
1222,FY22,Y,M,2,3.864625401
1223,FY24,Y,F,8,3.868681226
1224,FY21,Y,F,8,3.773882946
1225,FY20,Y,F,9,2.719796241
1226,FY24,Y,M,2,3.388619888
1227,FY20,Y,F,6,2.714266846
1228,FY22,N,M,4,3.345884728
1229,FY22,N,M,8,2.786835226
1230,FY20,N,M,1,3.378359971
1231,FY22,Y,F,2,4
1232,FY24,Y,M,6,2.612507535
1233,FY22,Y,M,7,3.658151442
1234,FY21,Y,F,1,3.731734453
1235,FY23,Y,F,9,3.475044154
1236,FY22,Y,F,2,3.419484032
1237,FY21,N,M,1,3.794158685
1238,FY23,Y,F,1,3.018110143
1239,FY23,Y,M,6,3.569865197
1240,FY21,N,M,3,2.381919665
1241,FY20,N,F,5,3.234725065
1242,FY22,N,M,8,3.479995295
1243,FY24,Y,F,2,2.696429049
1244,FY21,N,M,6,2.407255665
1245,FY24,Y,F,8,2.779485968
1246,FY22,Y,M,5,3.343926255
1247,FY21,N,F,2,3.33526638
1248,FY22,Y,F,6,3.781492689
1249,FY20,Y,F,4,3.373084876
1250,FY23,Y,M,4,3.468589487
1251,FY24,Y,M,4,3.522171862
1252,FY22,Y,M,9,3.531120424
1253,FY23,N,M,8,2.893631405
1254,FY20,Y,M,2,2.346260041
1255,FY21,Y,F,8,3.878173458
1256,FY20,N,M,4,3.106072855
1257,FY20,N,M,4,3.670741018
1258,FY20,Y,F,8,2.195540763
1259,FY21,N,F,3,2.847797759
1260,FY21,Y,F,6,3.405069504
1261,FY22,N,M,6,2.281665073
1262,FY20,N,M,9,2.546957687
1263,FY24,Y,M,5,3.206153051
1264,FY21,N,M,4,2.979698553
1265,FY21,Y,M,5,3.222671737
1266,FY21,Y,M,5,3.271716464
1267,FY24,Y,F,8,3.606422967
1268,FY23,N,M,8,3.596438154
1269,FY20,Y,F,5,2.820531471
1270,FY21,Y,M,8,2.318309832
1271,FY20,Y,F,6,3.444853445
1272,FY21,Y,M,6,3.393031513
1273,FY20,N,F,2,2.343543971
1274,FY20,Y,M,2,3.410857135
1275,FY23,Y,M,7,3.770231019
1276,FY20,N,F,2,1.898620046
1277,FY21,Y,M,5,3.863081506
1278,FY24,Y,F,7,2.957576537
1279,FY24,Y,F,1,3.006521819
1280,FY20,Y,M,8,2.200117044
1281,FY21,N,F,4,3.84660973
1282,FY21,N,M,6,2.852407878
1283,FY24,N,F,7,3.416534268
1284,FY23,N,F,6,3.932392991
1285,FY22,Y,F,5,3.719441226
1286,FY24,Y,F,8,3.521628894
1287,FY20,N,F,7,4
1288,FY23,N,M,5,3.531159143
1289,FY23,Y,F,3,2.835696906
1290,FY20,Y,F,4,3.656593393
1291,FY24,N,F,1,3.305400786
1292,FY23,Y,M,9,3.921704822
1293,FY24,N,M,2,3.046606679
1294,FY23,Y,F,3,2.855383042
1295,FY22,Y,M,9,3.323863279
1296,FY22,N,M,3,3.526201338
1297,FY22,Y,F,1,3.369104711
1298,FY24,Y,F,9,4
1299,FY24,Y,F,5,2.335632939
1300,FY21,N,F,5,2.775799285
1301,FY23,Y,M,1,3.460745346
1302,FY21,N,F,7,2.2247381
1303,FY21,Y,M,5,2.498540979
1304,FY22,Y,F,3,3.07186441
1305,FY21,N,F,4,3.287042568
1306,FY22,Y,M,7,3.918494672
1307,FY24,Y,F,8,2.479304749
1308,FY20,Y,F,2,3.309803523
1309,FY22,Y,M,1,3.142037333
1310,FY20,Y,M,4,2.555537994
1311,FY21,N,M,5,3.206663377
1312,FY22,Y,M,7,2.683594885
1313,FY20,N,F,8,3.547466803
1314,FY21,Y,F,2,3.327850262
1315,FY24,Y,M,9,3.385015015
1316,FY22,N,M,8,3.107295221
1317,FY24,Y,F,4,3.418925564
1318,FY24,Y,F,6,2.4281408
1319,FY20,Y,M,4,2.233952379
1320,FY23,N,F,3,2.647775635
1321,FY20,N,F,1,3.144564538
1322,FY24,Y,F,2,3.373087318
1323,FY22,N,F,7,3.311535685
1324,FY20,Y,M,1,3.383271155
1325,FY23,Y,F,8,2.517597255
1326,FY23,Y,F,2,3.583590356
1327,FY21,N,F,3,3.14069157
1328,FY22,Y,M,3,3.603367727
1329,FY20,N,F,2,3.593765267
1330,FY21,N,F,2,2.362843463
1331,FY23,N,F,5,1.470273918
1332,FY23,Y,F,5,3.142950787
1333,FY21,N,F,4,3.865358495
1334,FY24,Y,F,8,2.864678222
1335,FY24,Y,F,8,2.896478671
1336,FY24,Y,M,1,3.865914874
1337,FY24,Y,M,8,2.242117882
1338,FY24,Y,M,2,2.620941272
1339,FY22,Y,F,7,3.288348064
1340,FY22,Y,F,4,2.730300289
1341,FY22,Y,F,3,3.624533063
1342,FY24,Y,M,6,2.655791049
1343,FY21,Y,M,2,3.155452787
1344,FY22,Y,F,9,3.651591517
1345,FY22,Y,M,6,3.0834493
1346,FY20,N,F,7,3.767299141
1347,FY24,Y,F,3,2.960768405
1348,FY20,Y,F,4,2.724570228
1349,FY24,N,F,2,2.738750015
1350,FY22,N,F,4,3.070308782
1351,FY22,Y,M,2,2.881821603
1352,FY21,N,F,1,3.199174462
1353,FY23,Y,F,9,3.432252645
1354,FY23,Y,M,4,3.069010257
1355,FY24,Y,M,9,3.408553626
1356,FY24,Y,F,6,3.193822271
1357,FY23,Y,F,8,3.221459221
1358,FY23,N,F,9,3.320513502
1359,FY22,Y,M,1,3.263547275
1360,FY23,N,F,7,2.554225265
1361,FY21,Y,F,6,3.354752928
1362,FY20,Y,F,4,2.096188453
1363,FY20,N,M,6,3.459697989
1364,FY21,N,M,2,3.247104721
1365,FY22,N,F,1,2.914984938
1366,FY21,N,F,1,2.594448126
1367,FY21,Y,F,1,3.061340787
1368,FY21,N,M,2,1.91806469
1369,FY24,Y,F,5,2.796780444
1370,FY23,Y,M,1,2.976331762
1371,FY20,N,M,7,3.617514351
1372,FY20,Y,F,3,3.091085654
1373,FY20,N,F,4,2.582145317
1374,FY23,Y,F,8,2.24096747
1375,FY21,Y,F,1,2.250573295
1376,FY23,Y,F,4,2.898243213
1377,FY20,Y,M,1,3.265338924
1378,FY21,Y,F,1,2.633061294
1379,FY22,Y,M,9,2.351628858
1380,FY24,Y,M,6,3.485246599
1381,FY20,N,M,7,2.130310009
1382,FY23,N,F,8,3.103815868
1383,FY23,N,F,2,3.20174848
1384,FY21,Y,M,1,2.250638128
1385,FY21,Y,F,5,3.342125817
1386,FY20,Y,F,9,2.428502001
1387,FY21,N,F,6,3.453055155
1388,FY20,Y,M,2,3.743704973
1389,FY21,Y,F,2,3.966078079
1390,FY20,Y,F,2,3.233806757
1391,FY23,Y,F,3,2.187128937
1392,FY22,N,F,6,3.710672771
1393,FY20,Y,M,3,2.759679644
1394,FY22,Y,F,2,3.002094445
1395,FY20,Y,M,5,3.41614835
1396,FY22,N,F,4,3.359256939
1397,FY22,Y,F,4,4
1398,FY21,Y,M,9,3.053625633
1399,FY23,N,M,8,2.97782034
1400,FY24,Y,M,9,3.183392496
1401,FY20,Y,M,6,3.847996524
1402,FY24,N,F,6,2.906082892
1403,FY22,N,F,9,4
1404,FY20,Y,F,4,3.117008397
1405,FY20,Y,F,7,2.91257039
1406,FY20,N,M,9,3.45762666
1407,FY24,N,F,8,2.717684799
1408,FY21,Y,F,7,3.640977132
1409,FY22,N,F,6,2.911302316
1410,FY21,Y,M,7,2.0041093
1411,FY23,Y,F,4,3.34356649
1412,FY24,N,M,1,3.052687511
1413,FY24,N,M,5,2.502607219
1414,FY24,Y,F,7,3.028405426
1415,FY22,Y,F,1,3.380274759
1416,FY21,N,F,1,1.455267754
1417,FY23,N,M,8,3.084886122
1418,FY20,N,F,6,2.558627647
1419,FY21,Y,M,3,2.978197765
1420,FY22,N,F,8,3.316959938
1421,FY22,Y,M,3,3.268628929
1422,FY20,Y,M,5,3.294541805
1423,FY23,Y,M,6,2.864863513
1424,FY21,N,F,5,2.683718658
1425,FY23,Y,F,2,2.582025393
1426,FY24,Y,M,4,2.054942469
1427,FY23,Y,M,7,3.067099435
1428,FY20,Y,F,6,3.170723511
1429,FY22,N,F,1,2.308666936
1430,FY24,Y,F,8,3.208282188
1431,FY21,Y,F,3,2.449594661
1432,FY23,N,F,1,3.103301636
1433,FY24,N,F,5,2.871423233
1434,FY24,Y,F,1,3.583422509
1435,FY21,Y,F,9,2.465513553
1436,FY23,Y,M,9,2.599285402
1437,FY20,Y,M,6,3.265333212
1438,FY23,N,F,3,3.326905195
1439,FY20,Y,F,6,2.90653825
1440,FY21,Y,M,5,2.738496872
1441,FY22,N,M,7,4
1442,FY24,Y,F,6,3.624200512
1443,FY21,N,M,8,3.056258953
1444,FY20,N,F,8,3.263890319
1445,FY24,Y,M,1,3.230302403
1446,FY24,Y,F,2,2.643225391
1447,FY23,Y,F,8,3.413818752
1448,FY21,Y,F,9,4
1449,FY24,Y,F,8,3.169553504
1450,FY24,Y,M,7,3.622636412
1451,FY22,N,F,6,3.068678011
1452,FY20,Y,F,5,3.567017621
1453,FY24,N,M,7,2.955088422
1454,FY24,Y,F,1,3.196019093
1455,FY21,N,F,1,3.167667792
1456,FY24,Y,F,7,3.281384564
1457,FY23,Y,M,6,2.845245659
1458,FY20,N,F,6,2.895453413
1459,FY20,Y,M,6,2.859407461
1460,FY23,Y,F,1,2.328358219
1461,FY21,Y,F,5,2.361885242
1462,FY20,Y,M,5,2.398816499
1463,FY20,Y,F,3,3.452500037
1464,FY22,N,F,9,3.102120104
1465,FY24,N,F,4,3.559271623
1466,FY22,Y,M,5,4
1467,FY23,N,F,7,3.031553268
1468,FY22,N,M,3,2.990797469
1469,FY22,Y,F,6,3.269525649
1470,FY22,N,F,9,3.59616891
1471,FY22,Y,F,8,3.454559915
1472,FY21,Y,M,6,3.63168393
1473,FY20,N,F,4,2.588638153
1474,FY20,N,F,3,2.533217696
1475,FY23,Y,M,3,2.192243638
1476,FY23,Y,M,7,3.240484342
